id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,Batting_first,BF_Set,BF_wkts_fallen,BF_HScorer,BF_PlayerScored,BF_PlayerBallsfaced,BF_HWtaker,BF_HWballs,PDis_by_BF,RC_by_BF,Batting_second,BS_score,BS_wkts_fallen,BS_HScorer,BS_PlayerScored,BS_PlayerBallsfaced,BS_HWtaker,BS_HWballs,PDis_by_BS,RC_by_BS
616,2016,Visakhapatnam,2016-05-10,Sunrisers Hyderabad,Rising Pune Supergiant,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CB Gaffaney,VK Sharma,Sunrisers Hyderabad,137,8,S Dhawan,33,27,A Nehra,24.0,5.0,29.0,Rising Pune Supergiant,133.0,8.0,GJ Bailey,34.0,40.0,A Zampa,24,6,19
617,2016,Bangalore,2016-05-11,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,Royal Challengers Bangalore,151,4,KL Rahul,68,54,VR Aaron,26.0,2.0,37.0,Mumbai Indians,153.0,4.0,AT Rayudu,44.0,48.0,KH Pandya,24,1,15
618,2016,Hyderabad,2016-05-12,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,M Erasmus,Sunrisers Hyderabad,146,8,DA Warner,46,31,MC Henriques,18.0,2.0,19.0,Delhi Capitals,150.0,3.0,Q de Kock,44.0,32.0,A Mishra,18,2,19
619,2016,Visakhapatnam,2016-05-13,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,Mumbai Indians,124,9,KA Pollard,27,20,MJ McClenaghan,20.0,2.0,24.0,Kings XI Punjab,127.0,3.0,WP Saha,56.0,40.0,MP Stoinis,24,4,21
620,2016,Bangalore,2016-05-14,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,144,0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,Royal Challengers Bangalore,248,3,AB de Villiers,129,53,CJ Jordan,20.0,4.0,12.0,Gujarat Lions,104.0,10.0,AJ Finch,37.0,42.0,P Kumar,24,2,46
621,2016,Kolkata,2016-05-14,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,bat,normal,1,Kolkata Knight Riders,0,8,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,Rising Pune Supergiant,103,6,GJ Bailey,33,27,R Ashwin,13.0,2.0,31.0,Kolkata Knight Riders,66.0,2.0,YK Pathan,37.0,20.0,PP Chawla,24,2,21
622,2016,Chandigarh,2016-05-15,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,Kings XI Punjab,179,4,HM Amla,96,56,AR Patel,24.0,1.0,27.0,Sunrisers Hyderabad,180.0,3.0,DA Warner,52.0,42.0,B Kumar,24,2,33
623,2016,Visakhapatnam,2016-05-15,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,Mumbai Indians,206,4,KH Pandya,86,38,JJ Bumrah,24.0,3.0,14.0,Delhi Capitals,126.0,10.0,Q de Kock,40.0,29.0,CH Morris,24,2,36
624,2016,Kolkata,2016-05-16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,Kolkata Knight Riders,183,5,G Gambhir,51,34,SP Narine,24.0,1.0,34.0,Royal Challengers Bangalore,186.0,1.0,V Kohli,75.0,51.0,Iqbal Abdulla,25,2,24
625,2016,Visakhapatnam,2016-05-17,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,1,Rising Pune Supergiant,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,Delhi Capitals,121,6,KK Nair,41,43,CH Morris,14.0,1.0,13.0,Rising Pune Supergiant,76.0,1.0,AM Rahane,42.0,36.0,AB Dinda,24,3,20
626,2016,Bangalore,2016-05-18,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,1,Royal Challengers Bangalore,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,Royal Challengers Bangalore,211,3,V Kohli,113,51,YS Chahal,18.0,4.0,25.0,Kings XI Punjab,120.0,9.0,WP Saha,24.0,10.0,Sandeep Sharma,18,1,29
627,2016,Kanpur,2016-05-19,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,Kolkata Knight Riders,124,8,YK Pathan,36,37,SP Narine,26.0,2.0,30.0,Gujarat Lions,125.0,4.0,SK Raina,53.0,39.0,DR Smith,25,4,8
628,2016,Raipur,2016-05-20,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,Sunrisers Hyderabad,158,7,DA Warner,73,56,BB Sran,25.0,2.0,34.0,Delhi Capitals,161.0,4.0,KK Nair,83.0,61.0,CR Brathwaite,25,3,27
629,2016,Visakhapatnam,2016-05-21,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,bat,normal,0,Rising Pune Supergiant,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,Kings XI Punjab,172,7,M Vijay,59,41,Gurkeerat Singh,13.0,2.0,15.0,Rising Pune Supergiant,173.0,6.0,MS Dhoni,64.0,36.0,R Ashwin,24,4,34
630,2016,Kanpur,2016-05-21,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,Mumbai Indians,172,8,N Rana,70,38,R Vinay Kumar,18.0,2.0,18.0,Gujarat Lions,173.0,4.0,SK Raina,58.0,36.0,P Kumar,24,2,24
631,2016,Kolkata,2016-05-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,Kolkata Knight Riders,171,6,YK Pathan,52,35,SP Narine,24.0,3.0,28.0,Sunrisers Hyderabad,149.0,8.0,S Dhawan,51.0,30.0,DJ Hooda,12,2,16
632,2016,Raipur,2016-05-22,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,Delhi Capitals,138,8,Q de Kock,60,54,CR Brathwaite,19.0,1.0,18.0,Royal Challengers Bangalore,139.0,4.0,V Kohli,54.0,45.0,YS Chahal,25,3,32
633,2016,Bangalore,2016-05-24,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,Gujarat Lions,158,10,DR Smith,73,41,DS Kulkarni,24.0,4.0,15.0,Royal Challengers Bangalore,159.0,6.0,AB de Villiers,79.0,48.0,SR Watson,26,4,29
634,2016,Delhi,2016-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,22,0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,Sunrisers Hyderabad,162,8,Yuvraj Singh,44,31,MC Henriques,18.0,3.0,17.0,Kolkata Knight Riders,140.0,8.0,MK Pandey,36.0,28.0,JO Holder,26,3,33
635,2016,Delhi,2016-05-27,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,4,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,Gujarat Lions,162,7,AJ Finch,50,32,S Kaushik,24.0,2.0,22.0,Sunrisers Hyderabad,163.0,6.0,DA Warner,93.0,59.0,BCJ Cutting,18,2,20
636,2016,Bangalore,2016-05-29,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,8,0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,Sunrisers Hyderabad,208,7,DA Warner,69,39,BCJ Cutting,25.0,2.0,35.0,Royal Challengers Bangalore,200.0,7.0,CH Gayle,76.0,41.0,CJ Jordan,26,3,47
7894,2018,Mumbai,07/04/18,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,1,DJ Bravo,Wankhede Stadium,Chris Gaffaney,A Nanda Kishore,Mumbai Indians,169,4,AS Yadav,43,29,M Markande,24.0,3.0,25.0,Chennai Super Kings,176.0,9.0,DJ Bravo,69.0,30.0,SR Watson,25,2,30
7895,2018,Mohali,08/04/18,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rod Tucker,K Ananthapadmanabhan,Delhi Capitals,172,7,G Gambhir,56,42,DT Christian,12.0,1.0,12.0,Kings XI Punjab,168.0,4.0,KL Rahul,51.0,16.0,M Ur Rahman,25,2,29
7896,2018,Kolkata,08/04/18,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,SP Narine,Eden Gardens,C Shamshuddin,A.D Deshmukh,Royal Challengers Bangalore,182,7,BB McCullum,48,28,CR Woakes,26.0,3.0,38.0,Kolkata Knight Riders,190.0,6.0,SP Narine,51.0,20.0,N Rana,6,2,11
7897,2018,Hyderabad,09/04/18,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",Nigel Llong,Vineet Kulkarni,Rajasthan Royals,133,9,SV Samson,51,43,JD Unadkat,19.0,1.0,29.0,Sunrisers Hyderabad,135.0,1.0,S Dhawan,85.0,59.0,S Kaul,25,3,20
7898,2018,Chennai,10/04/18,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,SW Billings,"MA Chidambaram Stadium, Chepauk",Anil Chaudhary,Chris Gaffaney,Kolkata Knight Riders,207,6,AD Russell,89,36,T Curran,18.0,2.0,39.0,Chennai Super Kings,212.0,5.0,SW Billings,58.0,23.0,SR Watson,26,3,41
7899,2018,Jaipur,11/04/18,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,1,Rajasthan Royals,10,0,SV Samson,Sawai Mansingh Stadium,K Ananthapadmanabhan,Rod Tucker,Rajasthan Royals,156,5,AM Rahane,45,40,B Laughlin,12.0,2.0,22.0,Delhi Capitals,63.0,4.0,RR Pant,22.0,15.0,S Nadeem,24,3,34
7900,2018,Hyderabad,12/04/18,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,1,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",O Nandan,Nigel Llong,Mumbai Indians,155,8,E Lewis,30,18,M Markande,24.0,4.0,27.0,Sunrisers Hyderabad,155.0,9.0,S Dhawan,48.0,28.0,Sandeep Sharma,24,2,25
7901,2018,Bengaluru,13/04/18,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,UT Yadav,M Chinnaswamy Stadium,S Ravi,A.D Deshmukh,Kings XI Punjab,161,10,KL Rahul,48,30,AJ Tye,25.0,2.0,30.0,Royal Challengers Bangalore,163.0,6.0,AB de Villiers,58.0,40.0,UT Yadav,24,3,23
7902,2018,Mumbai,14/04/18,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,JJ Roy,Wankhede Stadium,K Ananthapadmanabhan,Nitin Menon,Mumbai Indians,204,7,E Lewis,55,31,KH Pandya,18.0,2.0,21.0,Delhi Capitals,197.0,3.0,JJ Roy,93.0,54.0,DT Christian,18,2,35
7903,2018,Kolkata,14/04/18,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,B Stanlake,Eden Gardens,A Nanda Kishore,Anil Chaudhary,Kolkata Knight Riders,145,8,CA Lynn,49,34,SP Narine,25.0,2.0,18.0,Sunrisers Hyderabad,144.0,5.0,KS Williamson,50.0,44.0,B Kumar,26,3,28
7904,2018,Bengaluru,15/04/18,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,19,0,SV Samson,M Chinnaswamy Stadium,C Shamshuddin,S Ravi,Rajasthan Royals,231,4,SV Samson,94,46,S Gopal,24.0,2.0,26.0,Royal Challengers Bangalore,204.0,6.0,V Kohli,58.0,31.0,YS Chahal,25,2,33
7905,2018,Mohali,15/04/18,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,4,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Vineet Kulkarni,O Nandan,Kings XI Punjab,198,7,CH Gayle,64,34,AJ Tye,25.0,2.0,48.0,Chennai Super Kings,206.0,5.0,MS Dhoni,83.0,47.0,SN Thakur,18,2,33
7906,2018,Kolkata,16/04/18,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,71,0,N Rana,Eden Gardens,Anil Chaudhary,A Nanda Kishore,Kolkata Knight Riders,206,9,N Rana,60,36,SP Narine,18.0,3.0,18.0,Delhi Capitals,136.0,9.0,RR Pant,49.0,30.0,R Tewatia,18,3,18
7907,2018,Mumbai,17/04/18,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,46,0,RG Sharma,Wankhede Stadium,Rod Tucker,Nitin Menon,Mumbai Indians,230,6,RG Sharma,97,54,MJ McClenaghan,18.0,2.0,24.0,Royal Challengers Bangalore,173.0,7.0,V Kohli,93.0,62.0,CJ Anderson,26,3,50
7908,2018,Jaipur,18/04/18,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,N Rana,Sawai Mansingh Stadium,S Ravi,A.D Deshmukh,Rajasthan Royals,165,8,D Short,45,43,K Gowtham,24.0,2.0,23.0,Kolkata Knight Riders,166.0,3.0,RV Uthappa,49.0,37.0,N Rana,12,2,11
7909,2018,Mohali,19/04/18,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Kings XI Punjab,15,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nigel Llong,Anil Chaudhary,Kings XI Punjab,201,3,CH Gayle,111,65,AJ Tye,24.0,2.0,25.0,Sunrisers Hyderabad,191.0,5.0,MK Pandey,63.0,47.0,B Kumar,25,1,26
7910,2018,Pune,20/04/18,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,64,0,SR Watson,Maharashtra Cricket Association Stadium,Nitin Menon,K Ananthapadmanabhan,Chennai Super Kings,210,5,SR Watson,108,58,KV Sharma,9.0,2.0,13.0,Rajasthan Royals,148.0,10.0,BA Stokes,46.0,38.0,S Gopal,25,3,21
7911,2018,Kolkata,21/04/18,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,1,Kings XI Punjab,0,9,KL Rahul,Eden Gardens,C Shamshuddin,A.D Deshmukh,Kolkata Knight Riders,200,7,CA Lynn,74,41,SP Narine,18.0,1.0,23.0,Kings XI Punjab,128.0,1.0,CH Gayle,63.0,39.0,AJ Tye,26,2,32
7912,2018,Bengaluru,21/04/18,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,AB de Villiers,M Chinnaswamy Stadium,Chris Gaffaney,O Nandan,Delhi Capitals,186,5,RR Pant,92,50,GJ Maxwell,13.0,1.0,14.0,Royal Challengers Bangalore,180.0,4.0,AB de Villiers,92.0,40.0,YS Chahal,19,2,25
7913,2018,Hyderabad,22/04/18,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,4,0,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,Vineet Kulkarni,Chennai Super Kings,186,3,AT Rayudu,81,39,DL Chahar,24.0,3.0,15.0,Sunrisers Hyderabad,180.0,6.0,KS Williamson,85.0,52.0,B Kumar,18,1,22
7914,2018,Jaipur,22/04/18,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,3,J Archer,Sawai Mansingh Stadium,Rod Tucker,K Ananthapadmanabhan,Mumbai Indians,172,7,AS Yadav,76,50,HH Pandya,17.0,2.0,26.0,Rajasthan Royals,174.0,7.0,SV Samson,53.0,40.0,J Archer,24,3,24
7915,2018,Delhi,23/04/18,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,4,0,AS Rajpoot,Feroz Shah Kotla,O Nandan,A Nanda Kishore,Kings XI Punjab,157,8,KK Nair,36,33,AS Rajpoot,26.0,2.0,25.0,Delhi Capitals,148.0,8.0,SS Iyer,58.0,46.0,L Plunkett,25,3,22
7916,2018,Mumbai,24/04/18,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,31,0,Rashid Khan,Wankhede Stadium,C Shamshuddin,S Ravi,Sunrisers Hyderabad,130,10,YK Pathan,35,35,S Kaul,24.0,3.0,25.0,Mumbai Indians,89.0,10.0,AS Yadav,35.0,39.0,MJ McClenaghan,19,3,35
7917,2018,Bengaluru,25/04/18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,MS Dhoni,M Chinnaswamy Stadium,Nigel Llong,Virender Kumar Sharma,Royal Challengers Bangalore,213,8,AB de Villiers,69,31,YS Chahal,27.0,2.0,31.0,Chennai Super Kings,218.0,5.0,AT Rayudu,85.0,54.0,DJ Bravo,25,4,34
7918,2018,Hyderabad,26/04/18,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,13,0,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal",O Nandan,Yeshwant Barde,Sunrisers Hyderabad,140,6,MK Pandey,56,52,Rashid Khan,24.0,3.0,19.0,Kings XI Punjab,121.0,10.0,KL Rahul,32.0,26.0,AS Rajpoot,24,5,16
7919,2018,Delhi,27/04/18,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Capitals,55,0,SS Iyer,Feroz Shah Kotla,C Shamshuddin,S Ravi,Delhi Capitals,223,4,SS Iyer,97,42,A Mishra,24.0,3.0,25.0,Kolkata Knight Riders,168.0,9.0,AD Russell,46.0,32.0,S Mavi,26,2,60
7920,2018,Pune,28/04/18,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium,Chris Gaffaney,Nitin Menon,Chennai Super Kings,176,5,SK Raina,78,48,Harbhajan Singh,23.0,1.0,20.0,Mumbai Indians,180.0,2.0,RG Sharma,59.0,35.0,MJ McClenaghan,24,2,26
7921,2018,Jaipur,29/04/18,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,11,0,KS Williamson,Sawai Mansingh Stadium,Bruce Oxenford,A Nanda Kishore,Sunrisers Hyderabad,152,7,KS Williamson,63,43,S Kaul,24.0,2.0,25.0,Rajasthan Royals,141.0,6.0,AM Rahane,66.0,53.0,J Archer,24,3,28
7922,2018,Bengaluru,29/04/18,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,CA Lynn,M Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary,Royal Challengers Bangalore,185,4,V Kohli,69,44,Mohammed Siraj,28.0,3.0,44.0,Kolkata Knight Riders,184.0,5.0,CA Lynn,66.0,55.0,AD Russell,20,3,33
7923,2018,Pune,30/04/18,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,13,0,SR Watson,Maharashtra Cricket Association Stadium,C Shamshuddin,Anil Dandekar,Chennai Super Kings,218,4,SR Watson,79,41,RA Jadeja,25.0,2.0,34.0,Delhi Capitals,206.0,5.0,RR Pant,81.0,47.0,GJ Maxwell,6,1,5
7924,2018,Bengaluru,01/05/18,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,14,0,TG Southee,M Chinnaswamy Stadium,Marais Erasmus,Nitin Menon,Royal Challengers Bangalore,173,7,M Vohra,46,31,TG Southee,25.0,2.0,26.0,Mumbai Indians,176.0,7.0,HH Pandya,59.0,45.0,HH Pandya,19,3,29
7925,2018,Delhi,02/05/18,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,1,Delhi Capitals,4,0,RR Pant,Feroz Shah Kotla,O Nandan,Virender Kumar Sharma,Delhi Capitals,203,6,RR Pant,74,33,TA Boult,21.0,3.0,29.0,Rajasthan Royals,150.0,5.0,JC Buttler,69.0,27.0,JD Unadkat,24,3,46
7926,2018,Kolkata,03/05/18,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens,Kumar Dharmasena,A.D Deshmukh,Chennai Super Kings,184,5,MS Dhoni,43,25,Harbhajan Singh,18.0,1.0,20.0,Kolkata Knight Riders,192.0,4.0,S Gill,58.0,37.0,SP Narine,24,2,20
7927,2018,Indore,04/05/18,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,AS Yadav,Holkar Cricket Stadium,S Ravi,Anil Dandekar,Kings XI Punjab,184,6,CH Gayle,58,44,M Ur Rahman,25.0,2.0,38.0,Mumbai Indians,182.0,4.0,AS Yadav,57.0,42.0,KH Pandya,6,1,10
7928,2018,Pune,05/05/18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,RA Jadeja,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde,Royal Challengers Bangalore,131,9,PA Patel,54,41,UT Yadav,18.0,2.0,17.0,Chennai Super Kings,135.0,4.0,MS Dhoni,35.0,26.0,RA Jadeja,24,3,18
7929,2018,Hyderabad,05/05/18,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,0,7,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",Bruce Oxenford,O Nandan,Delhi Capitals,166,5,P Shaw,66,37,A Mishra,25.0,2.0,20.0,Sunrisers Hyderabad,170.0,3.0,A Hales,48.0,32.0,Rashid Khan,24,3,23
7930,2018,Mumbai,06/05/18,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,13,0,HH Pandya,Wankhede Stadium,Kumar Dharmasena,A.D Deshmukh,Mumbai Indians,187,4,AS Yadav,60,40,HH Pandya,25.0,2.0,20.0,Kolkata Knight Riders,177.0,6.0,RV Uthappa,55.0,36.0,AD Russell,13,2,13
7931,2018,Indore,06/05/18,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,M Ur Rahman,Holkar Cricket Stadium,C Shamshuddin,S Ravi,Rajasthan Royals,160,9,JC Buttler,57,39,K Gowtham,19.0,1.0,19.0,Kings XI Punjab,158.0,4.0,KL Rahul,86.0,56.0,AJ Tye,24,3,26
7932,2018,Hyderabad,07/05/18,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,5,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",Bruce Oxenford,Virender Kumar Sharma,Sunrisers Hyderabad,155,10,KS Williamson,59,41,Shakib Al Hasan,24.0,2.0,36.0,Royal Challengers Bangalore,146.0,6.0,V Kohli,39.0,30.0,TG Southee,25,5,33
7933,2018,Jaipur,08/05/18,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,0,Rajasthan Royals,15,0,JC Buttler,Sawai Mansingh Stadium,Marais Erasmus,Nitin Menon,Rajasthan Royals,161,8,JC Buttler,83,59,Anureet Singh,6.0,1.0,12.0,Kings XI Punjab,149.0,6.0,KL Rahul,101.0,70.0,AJ Tye,24,5,34
7934,2018,Kolkata,09/05/18,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,102,0,Ishan Kishan,Eden Gardens,Anil Chaudhary,K Ananthapadmanabhan,Mumbai Indians,217,6,Ishan Kishan,63,22,KH Pandya,19.0,3.0,12.0,Kolkata Knight Riders,109.0,10.0,CA Lynn,21.0,15.0,PP Chawla,24,3,50
7935,2018,Delhi,10/05/18,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,0,9,S Dhawan,Feroz Shah Kotla,C Shamshuddin,Anil Dandekar,Delhi Capitals,190,5,RR Pant,130,64,HV Patel,24.0,1.0,32.0,Sunrisers Hyderabad,193.0,1.0,S Dhawan,94.0,51.0,Shakib Al Hasan,24,2,27
7936,2018,Jaipur,11/05/18,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,4,JC Buttler,Sawai Mansingh Stadium,Marais Erasmus,Yeshwant Barde,Chennai Super Kings,188,4,SK Raina,59,41,DJ Bravo,23.0,2.0,31.0,Rajasthan Royals,180.0,6.0,JC Buttler,96.0,60.0,J Archer,30,2,48
7937,2018,Indore,12/05/18,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,31,0,SP Narine,Holkar Cricket Stadium,O Nandan,Virender Kumar Sharma,Kolkata Knight Riders,250,6,SP Narine,76,37,AD Russell,24.0,3.0,43.0,Kings XI Punjab,221.0,8.0,KL Rahul,68.0,31.0,AJ Tye,26,4,43
7938,2018,Delhi,12/05/18,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,Feroz Shah Kotla,Kumar Dharmasena,Anil Chaudhary,Delhi Capitals,188,4,RR Pant,62,35,TA Boult,24.0,2.0,40.0,Royal Challengers Bangalore,198.0,5.0,AB de Villiers,72.0,37.0,YS Chahal,24,2,28
