id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,Batting_first,BF_Set,BF_wkts_fallen,BF_HScorer,BF_PlayerScored,BF_PlayerBallsfaced,BF_HWtaker,BF_HWballs,PDis_by_BF,RC_by_BF,Batting_second,BS_score,BS_wkts_fallen,BS_HScorer,BS_PlayerScored,BS_PlayerBallsfaced,BS_HWtaker,BS_HWballs,PDis_by_BS,RC_by_BS
1,2017,Hyderabad,2017-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,Sunrisers Hyderabad,207,4,Yuvraj Singh,62,30,B Kumar,25.0,2.0,28.0,Royal Challengers Bangalore,172.0,10.0,CH Gayle,32.0,23.0,STR Binny,6,1,10
2,2017,Pune,2017-04-06,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,Mumbai Indians,184,8,JC Buttler,38,19,TG Southee,26.0,1.0,34.0,Rising Pune Supergiant,187.0,3.0,SPD Smith,84.0,55.0,Imran Tahir,24,3,28
3,2017,Rajkot,2017-04-07,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,Gujarat Lions,183,4,SK Raina,68,52,P Kumar,12.0,0.0,13.0,Kolkata Knight Riders,184.0,0.0,CA Lynn,93.0,46.0,Kuldeep Yadav,24,2,25
4,2017,Indore,2017-04-08,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,Rising Pune Supergiant,163,6,BA Stokes,50,34,Imran Tahir,24.0,2.0,29.0,Kings XI Punjab,164.0,4.0,GJ Maxwell,44.0,23.0,Sandeep Sharma,24,2,33
5,2017,Bangalore,2017-04-08,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15,0,KM Jadhav,M Chinnaswamy Stadium,,,Royal Challengers Bangalore,157,8,KM Jadhav,69,38,P Negi,6.0,2.0,3.0,Delhi Capitals,142.0,9.0,RR Pant,57.0,39.0,CH Morris,24,3,22
6,2017,Hyderabad,2017-04-09,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,Gujarat Lions,135,7,DR Smith,37,27,P Kumar,12.0,1.0,16.0,Sunrisers Hyderabad,140.0,1.0,DA Warner,76.0,47.0,Rashid Khan,24,3,19
7,2017,Mumbai,2017-04-09,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,Kolkata Knight Riders,178,7,MK Pandey,81,48,AS Rajpoot,25.0,3.0,37.0,Mumbai Indians,180.0,6.0,N Rana,50.0,30.0,KH Pandya,24,3,24
8,2017,Indore,2017-04-10,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,Royal Challengers Bangalore,148,4,AB de Villiers,89,49,TS Mills,12.0,1.0,24.0,Kings XI Punjab,150.0,2.0,HM Amla,58.0,39.0,VR Aaron,24,2,22
9,2017,Pune,2017-04-11,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Delhi Capitals,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,Delhi Capitals,205,4,SV Samson,102,64,A Mishra,18.0,3.0,11.0,Rising Pune Supergiant,108.0,10.0,MA Agarwal,20.0,19.0,Imran Tahir,25,1,25
10,2017,Mumbai,2017-04-12,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,Sunrisers Hyderabad,158,8,DA Warner,49,34,B Kumar,24.0,3.0,23.0,Mumbai Indians,159.0,6.0,N Rana,45.0,37.0,JJ Bumrah,24,3,24
11,2017,Kolkata,2017-04-13,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,Kings XI Punjab,170,9,DA Miller,28,20,VR Aaron,14.0,1.0,23.0,Kolkata Knight Riders,171.0,2.0,G Gambhir,72.0,52.0,UT Yadav,27,4,33
12,2017,Bangalore,2017-04-14,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,Royal Challengers Bangalore,142,5,V Kohli,62,48,S Badree,25.0,4.0,10.0,Mumbai Indians,145.0,6.0,KA Pollard,70.0,49.0,MJ McClenaghan,25,2,20
13,2017,Rajkot,2017-04-14,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,Rising Pune Supergiant,171,8,SPD Smith,43,30,SN Thakur,19.0,1.0,14.0,Gujarat Lions,172.0,3.0,BB McCullum,49.0,33.0,AJ Tye,25,5,18
14,2017,Kolkata,2017-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,Kolkata Knight Riders,172,6,RV Uthappa,68,40,CR Woakes,27.0,2.0,50.0,Sunrisers Hyderabad,155.0,6.0,DA Warner,26.0,31.0,B Kumar,24,3,21
15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,Delhi Capitals,188,6,SW Billings,55,41,CH Morris,25.0,3.0,23.0,Kings XI Punjab,137.0,9.0,AR Patel,44.0,29.0,VR Aaron,29,2,46
16,2017,Mumbai,2017-04-16,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,Gujarat Lions,176,4,BB McCullum,64,44,AJ Tye,25.0,2.0,35.0,Mumbai Indians,177.0,4.0,N Rana,53.0,42.0,MJ McClenaghan,26,2,24
17,2017,Bangalore,2017-04-16,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,Rising Pune Supergiant,161,8,RA Tripathi,31,24,BA Stokes,25.0,3.0,20.0,Royal Challengers Bangalore,134.0,9.0,AB de Villiers,29.0,32.0,AF Milne,24,3,32
18,2017,Delhi,2017-04-17,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,normal,0,Kolkata Knight Riders,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,Delhi Capitals,168,7,SV Samson,39,25,Z Khan,24.0,2.0,29.0,Kolkata Knight Riders,169.0,6.0,MK Pandey,69.0,52.0,NM Coulter-Nile,25,3,22
19,2017,Hyderabad,2017-04-17,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,Sunrisers Hyderabad,159,6,DA Warner,70,57,B Kumar,25.0,5.0,20.0,Kings XI Punjab,154.0,10.0,M Vohra,95.0,52.0,MM Sharma,24,2,25
20,2017,Rajkot,2017-04-18,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,Royal Challengers Bangalore,213,2,CH Gayle,77,40,YS Chahal,25.0,3.0,31.0,Gujarat Lions,192.0,7.0,BB McCullum,72.0,48.0,Basil Thampi,24,1,31
21,2017,Hyderabad,2017-04-19,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,Sunrisers Hyderabad,191,4,KS Williamson,89,52,Yuvraj Singh,6.0,2.0,7.0,Delhi Capitals,176.0,5.0,SS Iyer,50.0,31.0,CH Morris,24,4,26
22,2017,Indore,2017-04-20,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,Kings XI Punjab,198,4,HM Amla,104,63,MP Stoinis,13.0,1.0,28.0,Mumbai Indians,199.0,2.0,JC Buttler,77.0,38.0,MJ McClenaghan,25,2,47
23,2017,Kolkata,2017-04-21,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,Kolkata Knight Riders,187,5,RV Uthappa,72,48,Kuldeep Yadav,24.0,2.0,33.0,Gujarat Lions,188.0,6.0,SK Raina,84.0,46.0,Basil Thampi,24,2,44
24,2017,Mumbai,2017-04-22,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,Mumbai Indians,142,8,JC Buttler,28,20,MJ McClenaghan,25.0,3.0,25.0,Delhi Capitals,128.0,7.0,CH Morris,52.0,42.0,A Mishra,25,2,19
25,2017,Pune,2017-04-22,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,Sunrisers Hyderabad,176,3,MC Henriques,55,29,Rashid Khan,24.0,2.0,17.0,Rising Pune Supergiant,179.0,4.0,MS Dhoni,61.0,35.0,DT Christian,24,1,21
26,2017,Rajkot,2017-04-23,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,Kings XI Punjab,188,7,HM Amla,65,40,KC Cariappa,24.0,2.0,24.0,Gujarat Lions,162.0,7.0,KD Karthik,58.0,46.0,AJ Tye,24,2,36
27,2017,Kolkata,2017-04-23,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,Kolkata Knight Riders,131,10,SP Narine,34,18,C de Grandhomme,10.0,3.0,4.0,Royal Challengers Bangalore,49.0,10.0,KM Jadhav,9.0,8.0,YS Chahal,25,3,16
28,2017,Mumbai,2017-04-24,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,Rising Pune Supergiant,160,6,RA Tripathi,45,31,JD Unadkat,25.0,3.0,41.0,Mumbai Indians,157.0,8.0,RG Sharma,58.0,40.0,JJ Bumrah,24,2,30
29,2017,Pune,2017-04-26,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,Rising Pune Supergiant,182,5,SPD Smith,51,37,JD Unadkat,19.0,1.0,27.0,Kolkata Knight Riders,184.0,3.0,RV Uthappa,87.0,49.0,Kuldeep Yadav,24,2,31
30,2017,Bangalore,2017-04-27,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,Royal Challengers Bangalore,134,10,P Negi,32,19,S Badree,18.0,2.0,29.0,Gujarat Lions,135.0,3.0,AJ Finch,72.0,36.0,AJ Tye,24,3,13
31,2017,Kolkata,2017-04-28,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,Delhi Capitals,160,6,SV Samson,60,38,K Rabada,21.0,2.0,28.0,Kolkata Knight Riders,161.0,3.0,G Gambhir,71.0,53.0,NM Coulter-Nile,24,3,34
32,2017,Chandigarh,2017-04-28,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,Sunrisers Hyderabad,207,3,S Dhawan,77,50,S Kaul,25.0,3.0,36.0,Kings XI Punjab,181.0,9.0,SE Marsh,84.0,50.0,GJ Maxwell,24,2,29
33,2017,Pune,2017-04-29,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,Rising Pune Supergiant,157,3,SPD Smith,45,32,LH Ferguson,25.0,3.0,8.0,Royal Challengers Bangalore,96.0,9.0,V Kohli,55.0,48.0,STR Binny,12,1,17
34,2017,Rajkot,2017-04-29,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,tie,0,Mumbai Indians,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,Gujarat Lions,153,9,Ishan Kishan,48,38,Basil Thampi,24.0,4.0,29.0,Mumbai Indians,153.0,10.0,PA Patel,70.0,45.0,KH Pandya,25,3,15
35,2017,Chandigarh,2017-04-30,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,Delhi Capitals,67,10,CJ Anderson,18,26,A Mishra,6.0,0.0,9.0,Kings XI Punjab,68.0,0.0,MJ Guptill,50.0,27.0,Sandeep Sharma,26,4,20
36,2017,Hyderabad,2017-04-30,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,Sunrisers Hyderabad,209,3,DA Warner,126,60,Mohammed Siraj,24.0,2.0,26.0,Kolkata Knight Riders,161.0,7.0,RV Uthappa,53.0,28.0,CR Woakes,25,2,46
37,2017,Mumbai,2017-05-01,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,Royal Challengers Bangalore,162,8,AB de Villiers,43,28,P Negi,24.0,3.0,18.0,Mumbai Indians,165.0,6.0,RG Sharma,56.0,39.0,MJ McClenaghan,24,4,34
38,2017,Pune,2017-05-01,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,Gujarat Lions,161,10,BB McCullum,45,28,Basil Thampi,25.0,2.0,35.0,Rising Pune Supergiant,167.0,5.0,BA Stokes,103.0,64.0,Imran Tahir,24,4,27
39,2017,Delhi,2017-05-02,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,Sunrisers Hyderabad,185,3,Yuvraj Singh,70,43,Mohammed Siraj,24.0,2.0,41.0,Delhi Capitals,189.0,4.0,CJ Anderson,41.0,24.0,Mohammed Shami,25,2,40
40,2017,Kolkata,2017-05-03,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,Kolkata Knight Riders,155,8,MK Pandey,37,32,CR Woakes,24.0,3.0,19.0,Rising Pune Supergiant,158.0,6.0,RA Tripathi,93.0,54.0,Washington Sundar,12,2,19
41,2017,Delhi,2017-05-04,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,Gujarat Lions,208,7,SK Raina,77,43,RA Jadeja,12.0,1.0,28.0,Delhi Capitals,214.0,3.0,RR Pant,97.0,44.0,K Rabada,24,3,28
42,2017,Bangalore,2017-05-05,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,Kings XI Punjab,138,7,AR Patel,38,20,AR Patel,18.0,3.0,11.0,Royal Challengers Bangalore,119.0,10.0,Mandeep Singh,46.0,40.0,A Choudhary,24,2,17
43,2017,Hyderabad,2017-05-06,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rising Pune Supergiant,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,Rising Pune Supergiant,148,8,BA Stokes,39,26,JD Unadkat,24.0,5.0,30.0,Sunrisers Hyderabad,136.0,9.0,Yuvraj Singh,47.0,44.0,S Kaul,25,4,30
44,2017,Delhi,2017-05-06,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,Mumbai Indians,212,3,LMP Simmons,66,44,KV Sharma,23.0,3.0,12.0,Delhi Capitals,66.0,10.0,KK Nair,21.0,15.0,CJ Anderson,13,1,29
45,2017,Bangalore,2017-05-07,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,Royal Challengers Bangalore,158,6,TM Head,75,48,P Negi,19.0,2.0,21.0,Kolkata Knight Riders,159.0,4.0,SP Narine,54.0,19.0,UT Yadav,25,3,36
46,2017,Chandigarh,2017-05-07,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,Kings XI Punjab,189,3,HM Amla,104,61,Sandeep Sharma,25.0,2.0,30.0,Gujarat Lions,192.0,4.0,DR Smith,74.0,39.0,DS Kulkarni,26,1,24
47,2017,Hyderabad,2017-05-08,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,Mumbai Indians,138,7,RG Sharma,67,45,JJ Bumrah,20.0,1.0,24.0,Sunrisers Hyderabad,140.0,3.0,S Dhawan,62.0,46.0,S Kaul,24,3,24
48,2017,Chandigarh,2017-05-09,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,Kings XI Punjab,167,6,GJ Maxwell,44,27,R Tewatia,25.0,2.0,20.0,Kolkata Knight Riders,153.0,6.0,CA Lynn,84.0,54.0,CR Woakes,25,2,21
49,2017,Kanpur,2017-05-10,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,Gujarat Lions,195,5,AJ Finch,69,40,JP Faulkner,24.0,3.0,39.0,Delhi Capitals,197.0,8.0,SS Iyer,96.0,57.0,Mohammed Shami,26,2,37
50,2017,Mumbai,2017-05-11,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,Kings XI Punjab,230,3,WP Saha,93,59,MM Sharma,24.0,2.0,57.0,Mumbai Indians,223.0,6.0,LMP Simmons,59.0,33.0,JJ Bumrah,24,1,25
51,2017,Delhi,2017-05-12,Delhi Capitals,Rising Pune Supergiant,Delhi Capitals,bat,normal,0,Delhi Capitals,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,Delhi Capitals,168,8,KK Nair,64,45,Z Khan,25.0,2.0,25.0,Rising Pune Supergiant,161.0,7.0,MK Tiwary,60.0,46.0,JD Unadkat,24,3,29
52,2017,Kanpur,2017-05-13,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,Gujarat Lions,154,10,Ishan Kishan,61,41,P Kumar,25.0,2.0,25.0,Sunrisers Hyderabad,158.0,2.0,DA Warner,69.0,52.0,Mohammed Siraj,24,4,32
53,2017,Kolkata,2017-05-13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,Mumbai Indians,173,5,AT Rayudu,63,37,HH Pandya,24.0,2.0,22.0,Kolkata Knight Riders,164.0,8.0,MK Pandey,33.0,33.0,TA Boult,26,2,31
54,2017,Pune,2017-05-14,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,Kings XI Punjab,73,10,AR Patel,22,21,AR Patel,12.0,1.0,13.0,Rising Pune Supergiant,78.0,1.0,AM Rahane,34.0,34.0,SN Thakur,26,3,19
55,2017,Delhi,2017-05-14,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,Royal Challengers Bangalore,161,6,V Kohli,58,46,P Negi,12.0,3.0,10.0,Delhi Capitals,151.0,10.0,RR Pant,45.0,34.0,PJ Cummins,26,2,22
56,2017,Mumbai,2017-05-16,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,Rising Pune Supergiant,162,4,MK Tiwary,58,48,SN Thakur,25.0,4.0,37.0,Mumbai Indians,142.0,9.0,PA Patel,52.0,42.0,SL Malinga,18,1,14
57,2017,Bangalore,2017-05-17,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,Kolkata Knight Riders,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,Sunrisers Hyderabad,128,7,DA Warner,37,35,B Kumar,6.0,2.0,11.0,Kolkata Knight Riders,48.0,3.0,G Gambhir,32.0,21.0,NM Coulter-Nile,24,3,22
58,2017,Bangalore,2017-05-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,Kolkata Knight Riders,107,10,SA Yadav,31,26,PP Chawla,25.0,2.0,34.0,Mumbai Indians,111.0,4.0,KH Pandya,45.0,30.0,KV Sharma,25,4,17
59,2017,Hyderabad,2017-05-21,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,normal,0,Mumbai Indians,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,Mumbai Indians,129,8,KH Pandya,47,41,MG Johnson,24.0,4.0,31.0,Rising Pune Supergiant,128.0,6.0,SPD Smith,51.0,53.0,JD Unadkat,24,2,21
60,2008,Bangalore,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,Kolkata Knight Riders,222,3,BB McCullum,158,77,SC Ganguly,25.0,3.0,23.0,Royal Challengers Bangalore,82.0,10.0,P Kumar,18.0,17.0,Z Khan,24,1,38
61,2008,Chandigarh,2008-04-19,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,Chennai Super Kings,240,5,MEK Hussey,116,54,M Muralitharan,25.0,1.0,35.0,Kings XI Punjab,207.0,4.0,JR Hopes,71.0,34.0,IK Pathan,24,2,47
62,2008,Delhi,2008-04-19,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,0,Delhi Capitals,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,Rajasthan Royals,129,8,RA Jadeja,29,24,SR Watson,25.0,1.0,31.0,Delhi Capitals,132.0,1.0,G Gambhir,58.0,49.0,R Bhatia,25,3,18
63,2008,Mumbai,2008-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,Mumbai Indians,165,7,RV Uthappa,48,38,Harbhajan Singh,25.0,2.0,36.0,Royal Challengers Bangalore,166.0,5.0,MV Boucher,39.0,20.0,Z Khan,24,4,21
64,2008,Kolkata,2008-04-20,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,bat,normal,0,Kolkata Knight Riders,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,Deccan Chargers,110,10,A Symonds,32,41,WPUJC Vaas,18.0,2.0,10.0,Kolkata Knight Riders,112.0,5.0,DJ Hussey,38.0,45.0,M Kartik,22,4,17
65,2008,Jaipur,2008-04-21,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,Kings XI Punjab,166,8,Yuvraj Singh,57,35,IK Pathan,26.0,1.0,21.0,Rajasthan Royals,168.0,4.0,SR Watson,76.0,51.0,SK Warne,24,3,19
66,2008,Hyderabad,2008-04-22,Deccan Chargers,Delhi Capitals,Deccan Chargers,bat,normal,0,Delhi Capitals,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,Deccan Chargers,142,8,RG Sharma,66,37,RP Singh,19.0,1.0,27.0,Delhi Capitals,143.0,1.0,V Sehwag,94.0,43.0,R Bhatia,24,3,27
67,2008,Chennai,2008-04-23,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Chennai Super Kings,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,Chennai Super Kings,208,5,ML Hayden,81,47,Joginder Sharma,25.0,2.0,29.0,Mumbai Indians,202.0,7.0,AM Nayar,45.0,20.0,MA Khote,18,2,30
